path	status	batch	note
tools/runs/_helpers/sync_extras.py	manual-full-context	priority-run-helpers-9	read complete file; checked comments/docstrings against adjacent implementation
tools/runs/_helpers/sync_scan.py	manual-full-context	priority-run-helpers-9	read complete file; checked comments/docstrings against adjacent implementation
tools/runs/helpers.py	manual-full-context	priority-run-helpers-9	read complete file; checked comments/docstrings against adjacent implementation
tools/runs/_helpers/__init__.py	not-applicable-empty	priority-run-helpers-9	empty source file; no documentation or comments to review
tools/runs/_host.py	manual-full-context	priority-run-management-10	read complete file; checked comments/docstrings against adjacent implementation
tools/runs/_ssh.py	manual-full-context	priority-run-management-10	read complete file; checked comments/docstrings against adjacent implementation
tools/runs/build_engine.py	manual-full-context	priority-run-management-10	read complete file; checked comments/docstrings against adjacent implementation
tools/runs/kill.py	manual-full-context	priority-run-management-10	read complete file; checked comments/docstrings against adjacent implementation
tools/runs/reset_artifacts.py	manual-full-context	priority-run-management-10	read complete file; checked comments/docstrings against adjacent implementation
tools/runs/list.py	manual-full-context	priority-run-management-10	read complete file; checked comments/docstrings against adjacent implementation
tools/runs/show.py	manual-full-context	priority-run-management-10	read complete file; checked comments/docstrings against adjacent implementation
tools/runs/status.py	manual-full-context	priority-run-management-10	read complete file; checked comments/docstrings against adjacent implementation
tools/runs/schema.py	manual-full-context	priority-run-management-10	read complete file; checked comments/docstrings against adjacent implementation
tools/runs/mark.py	manual-full-context	priority-run-management-10	read complete file; checked comments/docstrings against adjacent implementation
tools/runs/recover.py	manual-full-context	priority-run-management-10	read complete file; checked comments/docstrings against adjacent implementation
tools/runs/sync.py	manual-full-context	priority-run-management-10	read complete file; checked comments/docstrings against adjacent implementation
tools/runs/pull.py	manual-full-context	priority-run-management-10	read complete file; checked comments/docstrings against adjacent implementation
tools/runs/tail.py	manual-full-context	priority-run-management-10	read complete file; checked comments/docstrings against adjacent implementation
tools/runs/_remote_sync.py	manual-full-context	priority-run-management-10	read complete file; checked comments/docstrings against adjacent implementation
tools/runs/_train/__init__.py	not-applicable-empty	priority-run-management-10	empty source file; no documentation or comments to review
training/paradigms/az/__init__.py	manual-full-context	priority-paradigm-entry-11	read complete file; checked comments/docstrings against adjacent implementation
training/paradigms/az/config.py	manual-full-context	priority-paradigm-entry-11	read complete file; checked comments/docstrings against adjacent implementation
training/paradigms/az/paradigm.py	manual-full-context	priority-paradigm-entry-11	read complete file; checked comments/docstrings against adjacent implementation
training/paradigms/bc/__init__.py	manual-full-context	priority-paradigm-entry-11	read complete file; checked comments/docstrings against adjacent implementation
training/paradigms/bc/config.py	manual-full-context	priority-paradigm-entry-11	read complete file; checked comments/docstrings against adjacent implementation
training/paradigms/bc/paradigm.py	manual-full-context	priority-paradigm-entry-11	read complete file; checked comments/docstrings against adjacent implementation
training/paradigms/cfr/__init__.py	manual-full-context	priority-paradigm-entry-11	read complete file; checked comments/docstrings against adjacent implementation
training/paradigms/cfr/config.py	manual-full-context	priority-paradigm-entry-11	read complete file; checked comments/docstrings against adjacent implementation
training/paradigms/cfr/paradigm.py	manual-full-context	priority-paradigm-entry-11	read complete file; checked comments/docstrings against adjacent implementation
training/paradigms/dmc/__init__.py	manual-full-context	priority-paradigm-entry-11	read complete file; checked comments/docstrings against adjacent implementation
training/paradigms/dmc/config.py	manual-full-context	priority-paradigm-entry-11	read complete file; checked comments/docstrings against adjacent implementation
training/paradigms/dmc/paradigm.py	manual-full-context	priority-paradigm-entry-11	read complete file; checked comments/docstrings against adjacent implementation
training/paradigms/ppo/__init__.py	manual-full-context	priority-paradigm-entry-11	read complete file; checked comments/docstrings against adjacent implementation
training/paradigms/ppo/config.py	manual-full-context	priority-paradigm-entry-11	read complete file; checked comments/docstrings against adjacent implementation
training/paradigms/ppo/paradigm.py	manual-full-context	priority-paradigm-entry-11	read complete file; checked comments/docstrings against adjacent implementation
docs/3_plans/rule_learning_roadmap.md	manual-full-context	current-rule-experiments-12	read complete file; checked claims and links against current status and result report
docs/5_history/paired_joint_rl_20260914.md	manual-full-context	current-rule-experiments-12	read complete file; reviewed read-only per root ownership boundary
tools/experiments/semantic_training/rl.py	manual-full-context	current-rule-experiments-12	read complete file; reviewed read-only per root ownership boundary
tools/experiments/semantic_training/rl_cli.py	manual-full-context	current-rule-experiments-12	read complete file; reviewed read-only per root ownership boundary
tools/experiments/semantic_training/transfer_probe.py	manual-full-context	current-rule-experiments-12	read complete file; reviewed read-only per root ownership boundary
tools/experiments/semantic_training/gradient_probe.py	manual-full-context	current-rule-experiments-12	read complete file; reviewed read-only per root ownership boundary
tools/experiments/semantic_training/consequence_bootstrap.py	manual-full-context	current-rule-experiments-12	read complete file; reviewed read-only per root ownership boundary
tools/experiments/semantic_training/consequence_export.py	manual-full-context	current-rule-experiments-12	read complete file; reviewed read-only per root ownership boundary
tools/experiments/semantic_training/consequence_policy.py	manual-full-context	current-rule-experiments-12	read complete file; reviewed read-only per root ownership boundary
tools/experiments/semantic_training/consequence_rl.py	manual-full-context	current-rule-experiments-12	read complete file; reviewed read-only per root ownership boundary
training/paradigms/az/network.py	manual-full-context	priority-paradigm-model-policy-13	read complete file; checked comments/docstrings against adjacent implementation
training/paradigms/az/loss.py	manual-full-context	priority-paradigm-model-policy-13	read complete file; checked comments/docstrings against adjacent implementation
training/paradigms/az/policy.py	manual-full-context	priority-paradigm-model-policy-13	read complete file; checked comments/docstrings against adjacent implementation
training/paradigms/bc/network.py	manual-full-context	priority-paradigm-model-policy-13	read complete file; checked comments/docstrings against adjacent implementation
training/paradigms/bc/loss.py	manual-full-context	priority-paradigm-model-policy-13	read complete file; checked comments/docstrings against adjacent implementation
training/paradigms/bc/policy.py	manual-full-context	priority-paradigm-model-policy-13	read complete file; checked comments/docstrings against adjacent implementation
training/paradigms/cfr/network.py	manual-full-context	priority-paradigm-model-policy-13	read complete file; checked comments/docstrings against adjacent implementation
training/paradigms/cfr/loss.py	manual-full-context	priority-paradigm-model-policy-13	read complete file; checked comments/docstrings against adjacent implementation
training/paradigms/cfr/policy.py	manual-full-context	priority-paradigm-model-policy-13	read complete file; checked comments/docstrings against adjacent implementation
training/paradigms/dmc/network.py	manual-full-context	priority-paradigm-model-policy-13	read complete file; checked comments/docstrings against adjacent implementation
training/paradigms/dmc/loss.py	manual-full-context	priority-paradigm-model-policy-13	read complete file; checked comments/docstrings against adjacent implementation
training/paradigms/dmc/policy.py	manual-full-context	priority-paradigm-model-policy-13	read complete file; checked comments/docstrings against adjacent implementation
training/paradigms/ppo/network.py	manual-full-context	priority-paradigm-model-policy-13	read complete file; checked comments/docstrings against adjacent implementation
training/paradigms/ppo/loss.py	manual-full-context	priority-paradigm-model-policy-13	read complete file; checked comments/docstrings against adjacent implementation
training/paradigms/ppo/policy.py	manual-full-context	priority-paradigm-model-policy-13	read complete file; checked comments/docstrings against adjacent implementation
gicg_env/.gitignore	manual-full-context	priority-env-2	read complete file; checked comments/docstrings against adjacent implementation
gicg_env/__init__.py	manual-full-context	priority-env-2	read complete file; checked comments/docstrings against adjacent implementation
gicg_env/_constants.py	manual-full-context	priority-env-2	read complete file; checked comments/docstrings against adjacent implementation
gicg_env/_engine_actions.py	manual-full-context	priority-env-2	read complete file; checked comments/docstrings against adjacent implementation
gicg_env/_engine_api.py	manual-full-context	priority-env-2	read complete file; checked comments/docstrings against adjacent implementation
gicg_env/_engine_errors.py	manual-full-context	priority-env-2	read complete file; checked comments/docstrings against adjacent implementation
gicg_env/_engine_lifecycle.py	manual-full-context	priority-env-2	read complete file; checked comments/docstrings against adjacent implementation
gicg_env/_engine_queries.py	manual-full-context	priority-env-2	read complete file; checked comments/docstrings against adjacent implementation
gicg_env/_engine_state.py	manual-full-context	priority-env-2	read complete file; checked comments/docstrings against adjacent implementation
gicg_env/engine.py	manual-full-context	priority-env-2	read complete file; checked comments/docstrings against adjacent implementation
gicg_env/engine_pool_queries.py	manual-full-context	priority-env-2	read complete file; checked comments/docstrings against adjacent implementation
gicg_env/env.py	manual-full-context	priority-env-2	read complete file; checked comments/docstrings against adjacent implementation
gicg_env/env_action.py	manual-full-context	priority-env-2	read complete file; checked comments/docstrings against adjacent implementation
gicg_env/env_obs.py	manual-full-context	priority-env-2	read complete file; checked comments/docstrings against adjacent implementation
gicg_env/env_query.py	manual-full-context	priority-env-2	read complete file; checked comments/docstrings against adjacent implementation
gicg_env/env_reward.py	manual-full-context	priority-env-2	read complete file; checked comments/docstrings against adjacent implementation
gicg_env/env_state.py	manual-full-context	priority-env-2	read complete file; checked comments/docstrings against adjacent implementation
gicg_env/tests/test_continuation.py	manual-full-context	priority-env-2	read complete file; checked comments/docstrings against adjacent implementation
gicg_env/tests/test_deck_explicit.py	manual-full-context	priority-env-2	read complete file; checked comments/docstrings against adjacent implementation
gicg_env/tests/test_engine.py	manual-full-context	priority-env-2	read complete file; checked comments/docstrings against adjacent implementation
gicg_env/tests/test_env.py	manual-full-context	priority-env-2	read complete file; checked comments/docstrings against adjacent implementation
gicg_env/tests/test_env_inspect.py	manual-full-context	priority-env-2	read complete file; checked comments/docstrings against adjacent implementation
gicg_env/tests/test_env_reward_shaping.py	manual-full-context	priority-env-2	read complete file; checked comments/docstrings against adjacent implementation
gicg_env/tests/test_env_stage0_knobs.py	manual-full-context	priority-env-2	read complete file; checked comments/docstrings against adjacent implementation
gicg_env/tests/test_overload_replay.py	manual-full-context	priority-env-2	read complete file; checked comments/docstrings against adjacent implementation
gicg_env/tests/test_public_observation_audit.py	manual-full-context	priority-env-2	read complete file; checked comments/docstrings against adjacent implementation
gicg_env/tests/test_random_rollout.py	manual-full-context	priority-env-2	read complete file; checked comments/docstrings against adjacent implementation
gicg_env/tests/test_rule_errors.py	manual-full-context	priority-env-2	read complete file; checked comments/docstrings against adjacent implementation
gicg_env/tests/test_rule_graph.py	manual-full-context	priority-env-2	read complete file; checked comments/docstrings against adjacent implementation
gicg_env/tests/test_snapshot_invariants.py	manual-full-context	priority-env-2	read complete file; checked comments/docstrings against adjacent implementation
gicg_env/tests/test_typed_obs_field_order.py	manual-full-context	priority-env-2	read complete file; checked comments/docstrings against adjacent implementation
gicg_env/tests/test_v_phase2_pool_load.py	manual-full-context	priority-env-2	read complete file; checked comments/docstrings against adjacent implementation
tools/cards/__main__.py	manual-full-context	priority-card-tools-3	read complete file; checked comments/docstrings against adjacent implementation
tools/cards/action.py	manual-full-context	priority-card-tools-3	read complete file; checked comments/docstrings against adjacent implementation
tools/cards/apply_cost_judgement.py	manual-full-context	priority-card-tools-3	read complete file; checked comments/docstrings against adjacent implementation
tools/cards/audit_effect_buckets.py	manual-full-context	priority-card-tools-3	read complete file; checked comments/docstrings against adjacent implementation
tools/cards/audit_effect_mechanisms.py	manual-full-context	priority-card-tools-3	read complete file; checked comments/docstrings against adjacent implementation
tools/cards/audit_effect_patterns.py	manual-full-context	priority-card-tools-3	read complete file; checked comments/docstrings against adjacent implementation
tools/cards/audit_effects/main.go	manual-full-context	priority-card-tools-3	read complete file; checked comments/docstrings against adjacent implementation
tools/cards/audit_outliers.py	manual-full-context	priority-card-tools-3	read complete file; checked comments/docstrings against adjacent implementation
tools/cards/character.py	manual-full-context	priority-card-tools-3	read complete file; checked comments/docstrings against adjacent implementation
tools/cards/character_builders.py	manual-full-context	priority-card-tools-3	read complete file; checked comments/docstrings against adjacent implementation
tools/cards/check_list_sync.py	manual-full-context	priority-card-tools-3	read complete file; checked comments/docstrings against adjacent implementation
tools/cards/cleansing_subagent_prompt.md	manual-full-context	priority-card-tools-3	read complete file; checked comments/docstrings against adjacent implementation
tools/cards/cli.py	manual-full-context	priority-card-tools-3	read complete file; checked comments/docstrings against adjacent implementation
tools/cards/constants.py	manual-full-context	priority-card-tools-3	read complete file; checked comments/docstrings against adjacent implementation
tools/cards/cost_resolve.py	manual-full-context	priority-card-tools-3	read complete file; checked comments/docstrings against adjacent implementation
tools/cards/diff_against_sonnet.py	manual-full-context	priority-card-tools-3	read complete file; checked comments/docstrings against adjacent implementation
tools/cards/dl_cost_icons.py	manual-full-context	priority-card-tools-3	read complete file; checked comments/docstrings against adjacent implementation
tools/cards/effect_audit.py	manual-full-context	priority-card-tools-3	read complete file; checked comments/docstrings against adjacent implementation
tools/cards/extractors.py	manual-full-context	priority-card-tools-3	read complete file; checked comments/docstrings against adjacent implementation
